time,temperature_2m (°C),relative_humidity_2m (%),cloud_cover (%),rain (mm),wind_speed_10m (km/h)
2020-12-13T22:00,11.4,68,0,0.00,9.5
2020-12-13T23:00,10.6,73,0,0.00,8.5
2020-12-14T00:00,10.1,76,0,0.00,8.9
2020-12-14T01:00,9.7,80,0,0.00,9.2
2020-12-14T02:00,9.2,84,0,0.00,8.7
2020-12-14T03:00,8.8,87,0,0.00,8.4
2020-12-14T04:00,8.5,89,0,0.00,8.7
2020-12-14T05:00,8.4,91,0,0.00,9.0
2020-12-14T06:00,8.6,91,0,0.00,8.5
2020-12-14T07:00,8.6,91,0,0.00,9.0
2020-12-14T08:00,10.8,81,0,0.00,10.5
2020-12-14T09:00,13.4,71,0,0.00,11.5
2020-12-14T10:00,15.4,61,0,0.00,13.6
2020-12-14T11:00,17.0,51,0,0.00,12.8
2020-12-14T12:00,18.5,44,0,0.00,13.1
2020-12-14T13:00,19.5,39,0,0.00,13.4
2020-12-14T14:00,19.8,36,0,0.00,13.2
2020-12-14T15:00,19.5,36,0,0.00,12.1
2020-12-14T16:00,18.5,40,0,0.00,8.7
2020-12-14T17:00,13.9,63,0,0.00,7.3
2020-12-14T18:00,13.1,68,0,0.00,7.9
2020-12-14T19:00,12.1,73,0,0.00,8.7
2020-12-14T20:00,11.1,78,0,0.00,8.1
2020-12-14T21:00,10.2,83,0,0.00,7.4
2020-12-14T22:00,9.4,87,0,0.00,6.9
2020-12-14T23:00,8.9,89,0,0.00,7.0
2020-12-15T00:00,8.0,91,0,0.00,7.9
2020-12-15T01:00,7.2,93,0,0.00,8.9
2020-12-15T02:00,6.8,93,0,0.00,8.4
2020-12-15T03:00,6.6,94,0,0.00,7.7
2020-12-15T04:00,6.4,95,0,0.00,6.6
2020-12-15T05:00,6.3,96,0,0.00,6.6
2020-12-15T06:00,6.6,96,0,0.00,6.6
2020-12-15T07:00,6.7,96,0,0.00,6.3
2020-12-15T08:00,8.8,86,0,0.00,7.9
2020-12-15T09:00,11.2,74,0,0.00,8.6
2020-12-15T10:00,13.5,60,0,0.00,9.7
2020-12-15T11:00,15.4,50,0,0.00,10.1
2020-12-15T12:00,16.9,44,0,0.00,9.1
2020-12-15T13:00,17.9,40,0,0.00,8.9
2020-12-15T14:00,18.5,37,0,0.00,9.2
2020-12-15T15:00,18.4,37,0,0.00,9.7
2020-12-15T16:00,17.3,42,0,0.00,9.0
2020-12-15T17:00,13.3,62,0,0.00,7.1
2020-12-15T18:00,12.6,66,0,0.00,8.9
2020-12-15T19:00,11.8,70,0,0.00,10.3
2020-12-15T20:00,11.1,72,1,0.00,11.1
2020-12-15T21:00,10.6,72,2,0.00,11.3
2020-12-15T22:00,9.9,75,1,0.00,9.5
2020-12-15T23:00,9.3,79,1,0.00,9.4
2020-12-16T00:00,8.4,84,1,0.00,7.4
2020-12-16T01:00,7.2,90,1,0.00,7.8
2020-12-16T02:00,7.2,90,1,0.00,6.0
2020-12-16T03:00,7.0,91,1,0.00,7.2
2020-12-16T04:00,6.8,91,0,0.00,8.2
2020-12-16T05:00,6.9,94,0,0.00,9.9
2020-12-16T06:00,6.8,94,1,0.00,9.9
2020-12-16T07:00,6.8,94,1,0.00,9.3
2020-12-16T08:00,8.9,87,1,0.00,10.3
2020-12-16T09:00,11.2,77,1,0.00,10.7
2020-12-16T10:00,13.4,66,1,0.00,10.7
2020-12-16T11:00,15.6,55,0,0.00,10.5
2020-12-16T12:00,17.2,48,0,0.00,11.0
2020-12-16T13:00,18.4,42,0,0.00,12.2
2020-12-16T14:00,18.8,40,0,0.00,14.3
2020-12-16T15:00,18.6,40,0,0.00,15.0
2020-12-16T16:00,17.7,42,0,0.00,12.2
2020-12-16T17:00,13.6,59,0,0.00,8.2
2020-12-16T18:00,12.8,62,0,0.00,9.4
2020-12-16T19:00,11.9,64,0,0.00,10.9
2020-12-16T20:00,11.2,64,0,0.00,12.5
2020-12-16T21:00,10.4,66,0,0.00,12.8
2020-12-16T22:00,9.6,70,0,0.00,13.0
2020-12-16T23:00,8.9,73,0,0.00,13.0
2020-12-17T00:00,8.1,75,0,0.00,13.0
2020-12-17T01:00,7.6,77,0,0.00,13.0
2020-12-17T02:00,7.2,79,0,0.00,13.8
2020-12-17T03:00,6.8,81,0,0.00,14.6
2020-12-17T04:00,6.6,81,0,0.00,14.9
2020-12-17T05:00,5.4,86,0,0.00,13.4
2020-12-17T06:00,5.2,86,0,0.00,13.9
2020-12-17T07:00,5.3,86,0,0.00,14.4
2020-12-17T08:00,7.4,77,0,0.00,14.8
2020-12-17T09:00,9.9,69,0,0.00,15.2
2020-12-17T10:00,12.1,62,0,0.00,15.6
2020-12-17T11:00,13.8,53,0,0.00,16.2
2020-12-17T12:00,15.1,47,0,0.00,16.2
2020-12-17T13:00,15.9,43,0,0.00,16.7
2020-12-17T14:00,16.4,40,0,0.00,17.1
2020-12-17T15:00,16.3,40,0,0.00,17.1
2020-12-17T16:00,15.6,42,0,0.00,14.4
2020-12-17T17:00,12.0,58,0,0.00,10.8
2020-12-17T18:00,11.3,59,0,0.00,10.8
2020-12-17T19:00,10.5,61,0,0.00,10.6
2020-12-17T20:00,9.9,62,0,0.00,11.8
2020-12-17T21:00,9.3,63,0,0.00,12.4
2020-12-17T22:00,8.6,64,0,0.00,11.8
2020-12-17T23:00,8.1,66,0,0.00,12.2
2020-12-18T00:00,7.6,67,0,0.00,13.1
2020-12-18T01:00,7.2,69,0,0.00,13.8
2020-12-18T02:00,7.0,69,0,0.00,14.0
2020-12-18T03:00,6.8,69,0,0.00,14.2
2020-12-18T04:00,6.6,68,0,0.00,15.2
2020-12-18T05:00,6.1,75,0,0.00,14.7
2020-12-18T06:00,5.8,76,0,0.00,14.9
2020-12-18T07:00,5.9,77,0,0.00,15.2
2020-12-18T08:00,7.9,69,0,0.00,16.7
2020-12-18T09:00,10.6,60,0,0.00,17.1
2020-12-18T10:00,13.1,52,0,0.00,17.3
2020-12-18T11:00,15.1,46,0,0.00,17.7
2020-12-18T12:00,16.5,41,0,0.00,18.2
2020-12-18T13:00,17.5,37,0,0.00,17.9
2020-12-18T14:00,17.9,36,0,0.00,17.0
2020-12-18T15:00,17.8,35,0,0.00,15.6
2020-12-18T16:00,16.7,40,0,0.00,11.6
2020-12-18T17:00,13.6,52,0,0.00,9.1
2020-12-18T18:00,13.0,53,0,0.00,10.6
2020-12-18T19:00,12.1,55,0,0.00,10.7
2020-12-18T20:00,11.2,56,0,0.00,10.8
2020-12-18T21:00,10.4,58,0,0.00,10.6
2020-12-18T22:00,9.6,61,0,0.00,10.4
2020-12-18T23:00,8.9,64,0,0.00,9.8
2020-12-19T00:00,8.2,68,0,0.00,9.5
2020-12-19T01:00,7.7,71,0,0.00,9.7
2020-12-19T02:00,7.3,73,0,0.00,10.1
2020-12-19T03:00,7.1,75,0,0.00,11.2
2020-12-19T04:00,6.8,76,0,0.00,11.9
2020-12-19T05:00,6.3,81,0,0.00,12.7
2020-12-19T06:00,6.2,81,0,0.00,13.4
2020-12-19T07:00,6.4,80,0,0.00,13.7
2020-12-19T08:00,8.6,71,0,0.00,15.3
2020-12-19T09:00,11.6,61,0,0.00,15.0
2020-12-19T10:00,14.4,53,0,0.00,15.6
2020-12-19T11:00,16.6,46,0,0.00,16.8
2020-12-19T12:00,18.2,40,0,0.00,17.3
2020-12-19T13:00,19.2,36,0,0.00,17.1
2020-12-19T14:00,19.7,35,0,0.00,17.0
2020-12-19T15:00,19.5,35,0,0.00,16.1
2020-12-19T16:00,18.1,42,0,0.00,11.5
2020-12-19T17:00,15.2,53,0,0.00,10.0
2020-12-19T18:00,14.8,54,0,0.00,12.0
2020-12-19T19:00,13.9,54,0,0.00,12.9
2020-12-19T20:00,13.1,55,0,0.00,12.6
2020-12-19T21:00,12.1,57,0,0.00,11.5
2020-12-19T22:00,11.1,60,0,0.00,11.0
2020-12-19T23:00,10.2,63,0,0.00,10.1
2020-12-20T00:00,9.6,66,0,0.00,11.3
2020-12-20T01:00,9.4,66,0,0.00,12.5
2020-12-20T02:00,9.1,67,88,0.00,12.9
2020-12-20T03:00,8.9,67,50,0.00,13.3
2020-12-20T04:00,8.8,68,15,0.00,13.8
2020-12-20T05:00,7.7,79,95,0.00,12.9
2020-12-20T06:00,7.1,83,64,0.00,12.2
2020-12-20T07:00,7.2,83,69,0.00,12.1
2020-12-20T08:00,9.6,74,97,0.00,14.6
2020-12-20T09:00,12.7,64,96,0.00,14.2
2020-12-20T10:00,15.5,55,95,0.00,14.4
2020-12-20T11:00,17.6,48,97,0.00,14.7
2020-12-20T12:00,19.4,43,95,0.00,15.3
2020-12-20T13:00,20.5,39,97,0.00,14.9
2020-12-20T14:00,20.9,38,91,0.00,14.8
2020-12-20T15:00,20.6,39,80,0.00,13.9
2020-12-20T16:00,19.4,46,56,0.00,9.9
2020-12-20T17:00,15.9,59,57,0.00,8.0
2020-12-20T18:00,15.6,59,70,0.00,9.1
2020-12-20T19:00,14.9,60,95,0.00,9.7
2020-12-20T20:00,14.3,61,92,0.00,10.5
2020-12-20T21:00,13.6,62,89,0.00,11.0
2020-12-20T22:00,12.7,64,78,0.00,11.6
2020-12-20T23:00,11.9,68,76,0.00,10.8
2020-12-21T00:00,11.2,71,86,0.00,9.7
2020-12-21T01:00,10.8,73,61,0.00,10.0
2020-12-21T02:00,10.2,76,58,0.00,10.5
2020-12-21T03:00,9.7,78,74,0.00,9.9
2020-12-21T04:00,9.6,79,74,0.00,10.6
2020-12-21T05:00,8.6,85,48,0.00,11.3
2020-12-21T06:00,8.0,88,66,0.00,10.0
2020-12-21T07:00,7.9,88,40,0.00,9.3
2020-12-21T08:00,10.1,79,78,0.00,10.2
2020-12-21T09:00,12.7,70,98,0.00,7.9
2020-12-21T10:00,14.3,64,100,0.00,8.1
2020-12-21T11:00,15.7,59,99,0.00,8.4
2020-12-21T12:00,16.8,54,97,0.00,7.9
2020-12-21T13:00,18.1,50,88,0.00,8.2
2020-12-21T14:00,19.4,47,86,0.00,8.7
2020-12-21T15:00,19.6,47,93,0.00,8.4
2020-12-21T16:00,18.5,53,94,0.00,5.4
2020-12-21T17:00,15.1,69,93,0.00,9.2
2020-12-21T18:00,14.4,72,96,0.00,9.5
2020-12-21T19:00,14.1,73,96,0.00,8.9
2020-12-21T20:00,13.6,74,99,0.00,8.6
2020-12-21T21:00,13.1,75,82,0.00,7.9
2020-12-21T22:00,12.7,76,76,0.00,8.9
2020-12-21T23:00,12.1,78,92,0.00,9.2
2020-12-22T00:00,10.9,84,90,0.00,9.5
2020-12-22T01:00,10.4,86,74,0.00,7.2
2020-12-22T02:00,9.6,89,81,0.00,8.0
2020-12-22T03:00,9.4,90,80,0.00,7.4
2020-12-22T04:00,8.8,91,69,0.00,7.3
2020-12-22T05:00,7.9,93,36,0.00,8.0
2020-12-22T06:00,8.1,93,80,0.00,5.4
2020-12-22T07:00,8.5,92,97,0.00,5.4
2020-12-22T08:00,10.6,84,76,0.00,7.2
2020-12-22T09:00,13.7,73,89,0.00,5.2
2020-12-22T10:00,16.4,63,22,0.00,5.4
2020-12-22T11:00,18.5,54,0,0.00,6.8
2020-12-22T12:00,19.8,49,0,0.00,6.9
2020-12-22T13:00,20.6,46,0,0.00,7.4
2020-12-22T14:00,21.0,44,0,0.00,8.0
2020-12-22T15:00,20.9,44,6,0.00,8.8
2020-12-22T16:00,19.6,51,11,0.00,6.0
2020-12-22T17:00,16.1,64,18,0.00,7.9
2020-12-22T18:00,14.9,71,17,0.00,7.9
2020-12-22T19:00,14.4,72,33,0.00,7.2
2020-12-22T20:00,14.2,71,42,0.00,6.8
2020-12-22T21:00,14.4,69,25,0.00,6.6
2020-12-22T22:00,14.9,66,22,0.00,4.6
2020-12-22T23:00,13.9,70,31,0.00,4.3
2020-12-23T00:00,13.3,74,4,0.00,4.4
2020-12-23T01:00,12.9,75,0,0.00,3.6
2020-12-23T02:00,12.6,76,0,0.00,3.4
2020-12-23T03:00,10.4,83,0,0.00,6.0
2020-12-23T04:00,9.5,86,0,0.00,6.0
2020-12-23T05:00,8.7,88,0,0.00,5.6
2020-12-23T06:00,6.7,93,0,0.00,8.0
2020-12-23T07:00,6.2,96,0,0.00,8.5
2020-12-23T08:00,9.5,88,0,0.00,6.4
2020-12-23T09:00,13.3,74,0,0.00,3.1
2020-12-23T10:00,16.4,63,0,0.00,2.6
2020-12-23T11:00,18.5,55,0,0.00,3.6
2020-12-23T12:00,19.9,50,0,0.00,4.9
2020-12-23T13:00,20.8,46,0,0.00,5.2
2020-12-23T14:00,21.2,43,0,0.00,5.6
2020-12-23T15:00,21.0,43,0,0.00,7.2
2020-12-23T16:00,19.8,50,0,0.00,6.6
2020-12-23T17:00,15.6,70,0,0.00,8.9
2020-12-23T18:00,15.2,72,0,0.00,7.4
2020-12-23T19:00,13.6,77,0,0.00,10.2
2020-12-23T20:00,13.2,77,0,0.00,10.2
2020-12-23T21:00,12.3,81,0,0.00,9.7
2020-12-23T22:00,12.5,80,0,0.00,7.7
2020-12-23T23:00,11.9,82,0,0.00,8.1
2020-12-24T00:00,11.7,81,0,0.00,7.7
2020-12-24T01:00,11.8,79,0,0.00,7.7
2020-12-24T02:00,10.9,81,0,0.00,7.8
2020-12-24T03:00,9.0,87,0,0.00,8.9
2020-12-24T04:00,7.8,91,0,0.00,8.4
2020-12-24T05:00,7.3,93,0,0.00,7.6
2020-12-24T06:00,6.8,94,0,0.00,6.7
2020-12-24T07:00,7.2,94,0,0.00,5.9
2020-12-24T08:00,9.7,88,0,0.00,9.0
2020-12-24T09:00,13.4,75,0,0.00,7.3
2020-12-24T10:00,16.8,61,0,0.00,8.0
2020-12-24T11:00,19.0,48,0,0.00,9.3
2020-12-24T12:00,20.6,39,0,0.00,10.3
2020-12-24T13:00,21.5,34,0,0.00,10.9
2020-12-24T14:00,21.8,33,0,0.00,11.2
2020-12-24T15:00,21.4,33,0,0.00,11.5
2020-12-24T16:00,20.0,38,0,0.00,9.2
2020-12-24T17:00,15.8,58,0,0.00,8.4
2020-12-24T18:00,15.2,63,0,0.00,7.4
2020-12-24T19:00,14.2,65,0,0.00,7.6
2020-12-24T20:00,13.1,67,0,0.00,8.4
2020-12-24T21:00,12.2,68,0,0.00,8.7
2020-12-24T22:00,11.9,65,0,0.00,8.7
2020-12-24T23:00,11.8,61,0,0.00,9.5
2020-12-25T00:00,10.6,66,0,0.00,8.3
2020-12-25T01:00,9.1,75,0,0.00,11.7
2020-12-25T02:00,9.4,73,0,0.00,6.5
2020-12-25T03:00,9.0,76,0,0.00,7.0
2020-12-25T04:00,8.6,79,0,0.00,7.3
2020-12-25T05:00,7.6,88,0,0.00,7.0
2020-12-25T06:00,6.4,90,0,0.00,8.4
2020-12-25T07:00,6.4,91,0,0.00,7.9
2020-12-25T08:00,9.9,79,0,0.00,8.0
2020-12-25T09:00,13.6,68,0,0.00,6.0
2020-12-25T10:00,16.6,58,0,0.00,6.9
2020-12-25T11:00,18.8,50,0,0.00,9.9
2020-12-25T12:00,20.0,42,0,0.00,12.5
2020-12-25T13:00,20.7,37,0,0.00,13.8
2020-12-25T14:00,20.9,36,0,0.00,14.5
2020-12-25T15:00,20.5,37,0,0.00,14.3
2020-12-25T16:00,19.5,42,2,0.00,11.3
2020-12-25T17:00,16.0,57,0,0.00,7.8
2020-12-25T18:00,15.3,61,0,0.00,8.4
2020-12-25T19:00,14.4,64,0,0.00,9.2
2020-12-25T20:00,13.6,66,0,0.00,9.2
2020-12-25T21:00,12.4,70,0,0.00,8.1
2020-12-25T22:00,10.9,78,0,0.00,8.5
2020-12-25T23:00,9.7,85,0,0.00,10.6
2020-12-26T00:00,9.3,86,0,0.00,9.4
2020-12-26T01:00,8.9,87,0,0.00,7.0
2020-12-26T02:00,8.8,88,0,0.00,7.6
2020-12-26T03:00,8.4,90,0,0.00,9.5
2020-12-26T04:00,8.0,90,0,0.00,9.5
2020-12-26T05:00,7.2,91,0,0.00,9.4
2020-12-26T06:00,6.6,91,0,0.00,8.7
2020-12-26T07:00,6.6,92,2,0.00,8.6
2020-12-26T08:00,9.1,83,0,0.00,11.2
2020-12-26T09:00,12.5,72,24,0.00,9.4
2020-12-26T10:00,15.4,62,42,0.00,10.0
2020-12-26T11:00,17.5,54,46,0.00,11.2
2020-12-26T12:00,19.0,47,55,0.00,12.9
2020-12-26T13:00,19.9,42,78,0.00,13.0
2020-12-26T14:00,20.1,40,86,0.00,12.9
2020-12-26T15:00,19.9,41,87,0.00,11.8
2020-12-26T16:00,18.9,45,87,0.00,7.9
2020-12-26T17:00,14.8,65,79,0.00,8.7
2020-12-26T18:00,14.9,64,91,0.00,7.9
2020-12-26T19:00,15.9,58,90,0.00,6.7
2020-12-26T20:00,13.8,65,95,0.00,8.4
2020-12-26T21:00,11.4,76,93,0.00,10.1
2020-12-26T22:00,10.1,85,90,0.00,10.0
2020-12-26T23:00,9.6,87,91,0.00,10.2
2020-12-27T00:00,9.3,87,90,0.00,11.0
2020-12-27T01:00,9.3,86,92,0.00,6.9
2020-12-27T02:00,9.3,86,92,0.00,7.2
2020-12-27T03:00,9.8,83,92,0.00,6.5
2020-12-27T04:00,9.4,85,86,0.00,7.9
2020-12-27T05:00,10.4,80,70,0.00,5.5
2020-12-27T06:00,10.1,81,28,0.00,4.9
2020-12-27T07:00,9.9,80,15,0.00,4.5
2020-12-27T08:00,11.2,77,0,0.00,3.9
2020-12-27T09:00,14.9,63,0,0.00,5.4
2020-12-27T10:00,17.8,49,0,0.00,9.4
2020-12-27T11:00,19.4,44,0,0.00,12.7
2020-12-27T12:00,20.5,42,0,0.00,12.7
2020-12-27T13:00,21.5,41,0,0.00,12.8
2020-12-27T14:00,22.0,40,0,0.00,14.0
2020-12-27T15:00,21.8,41,2,0.00,14.3
2020-12-27T16:00,20.8,44,23,0.00,12.7
2020-12-27T17:00,18.0,54,20,0.00,12.2
2020-12-27T18:00,17.4,56,44,0.00,15.3
2020-12-27T19:00,16.6,60,80,0.00,14.6
2020-12-27T20:00,15.6,65,59,0.00,7.4
2020-12-27T21:00,14.6,73,61,0.20,5.6
2020-12-27T22:00,14.4,75,23,0.00,11.0
2020-12-27T23:00,13.6,52,24,0.00,21.9
2020-12-28T00:00,12.6,50,51,0.00,14.8
2020-12-28T01:00,11.7,52,33,0.00,12.0
2020-12-28T02:00,10.8,56,6,0.00,9.7
2020-12-28T03:00,9.3,65,0,0.00,10.7
2020-12-28T04:00,8.4,68,0,0.00,10.8
2020-12-28T05:00,7.8,76,0,0.00,10.7
2020-12-28T06:00,7.2,79,0,0.00,9.1
2020-12-28T07:00,6.8,83,0,0.00,7.6
2020-12-28T08:00,9.2,73,0,0.00,9.8
2020-12-28T09:00,12.1,56,0,0.00,10.5
2020-12-28T10:00,14.4,39,0,0.00,13.1
2020-12-28T11:00,15.9,32,0,0.00,14.0
2020-12-28T12:00,17.0,28,0,0.00,14.7
2020-12-28T13:00,17.5,27,0,0.00,14.6
2020-12-28T14:00,17.8,28,0,0.00,13.8
2020-12-28T15:00,17.5,29,0,0.00,12.7
2020-12-28T16:00,16.6,32,0,0.00,9.3
2020-12-28T17:00,12.8,48,0,0.00,8.2
2020-12-28T18:00,11.9,54,0,0.00,7.5
2020-12-28T19:00,11.6,55,0,0.00,8.7
2020-12-28T20:00,11.0,54,0,0.00,8.9
2020-12-28T21:00,10.5,55,0,0.00,9.7
2020-12-28T22:00,9.4,60,0,0.00,8.7
2020-12-28T23:00,8.2,66,0,0.00,7.6
2020-12-29T00:00,7.3,72,0,0.00,7.4
2020-12-29T01:00,6.8,75,21,0.00,7.5
2020-12-29T02:00,6.6,78,24,0.00,7.9
2020-12-29T03:00,6.2,79,0,0.00,7.9
2020-12-29T04:00,5.8,80,0,0.00,7.7
2020-12-29T05:00,5.9,84,0,0.00,10.2
2020-12-29T06:00,5.6,85,0,0.00,10.9
2020-12-29T07:00,5.4,85,0,0.00,10.7
2020-12-29T08:00,7.6,74,0,0.00,12.0
2020-12-29T09:00,10.4,63,0,0.00,11.8
2020-12-29T10:00,12.9,55,0,0.00,12.9
2020-12-29T11:00,14.6,49,0,0.00,15.1
2020-12-29T12:00,15.6,45,0,0.00,16.6
2020-12-29T13:00,16.2,43,0,0.00,16.8
2020-12-29T14:00,16.5,42,0,0.00,16.5
2020-12-29T15:00,16.3,43,0,0.00,15.8
2020-12-29T16:00,15.6,46,0,0.00,13.9
2020-12-29T17:00,12.9,61,0,0.00,10.0
2020-12-29T18:00,12.0,65,0,0.00,11.8
2020-12-29T19:00,11.1,68,0,0.00,12.0
2020-12-29T20:00,10.0,72,0,0.00,9.2
2020-12-29T21:00,9.0,77,0,0.00,7.9
2020-12-29T22:00,8.4,80,0,0.00,8.7
2020-12-29T23:00,7.8,83,0,0.00,9.3
2020-12-30T00:00,7.4,85,0,0.00,10.6
2020-12-30T01:00,7.1,87,0,0.00,12.4
2020-12-30T02:00,6.8,89,0,0.00,12.4
2020-12-30T03:00,6.3,90,0,0.00,10.6
2020-12-30T04:00,5.9,92,0,0.00,9.2
2020-12-30T05:00,5.2,94,5,0.00,9.7
2020-12-30T06:00,5.1,95,4,0.00,10.5
2020-12-30T07:00,5.1,95,24,0.00,10.8
2020-12-30T08:00,6.9,88,21,0.00,12.1
2020-12-30T09:00,9.4,78,17,0.00,12.6
2020-12-30T10:00,11.6,69,16,0.00,12.8
2020-12-30T11:00,13.5,60,0,0.00,11.7
2020-12-30T12:00,15.1,52,0,0.00,10.7
2020-12-30T13:00,16.1,47,0,0.00,10.7
2020-12-30T14:00,16.5,44,0,0.00,10.9
2020-12-30T15:00,16.5,44,0,0.00,11.2
2020-12-30T16:00,15.7,48,0,0.00,10.2
2020-12-30T17:00,11.7,69,0,0.00,6.8
2020-12-30T18:00,10.5,77,0,0.00,7.1
2020-12-30T19:00,9.9,80,0,0.00,8.2
2020-12-30T20:00,9.1,83,0,0.00,8.7
2020-12-30T21:00,8.3,87,0,0.00,8.1
2020-12-30T22:00,7.3,89,0,0.00,7.3
2020-12-30T23:00,6.0,92,0,0.00,10.9
2020-12-31T00:00,5.7,92,0,0.00,9.3
2020-12-31T01:00,6.2,92,0,0.00,6.5
2020-12-31T02:00,5.9,93,0,0.00,8.8
2020-12-31T03:00,5.8,94,0,0.00,10.2
2020-12-31T04:00,5.7,94,0,0.00,10.9
2020-12-31T05:00,5.3,96,0,0.00,10.5
2020-12-31T06:00,5.2,96,2,0.00,8.9
2020-12-31T07:00,4.9,96,49,0.00,8.2
2020-12-31T08:00,6.9,91,2,0.00,11.2
2020-12-31T09:00,9.4,81,53,0.00,10.8
2020-12-31T10:00,11.8,71,52,0.00,10.9
2020-12-31T11:00,13.9,62,44,0.00,9.6
2020-12-31T12:00,15.4,56,33,0.00,9.0
2020-12-31T13:00,16.5,50,83,0.00,9.4
2020-12-31T14:00,17.0,47,88,0.00,9.7
2020-12-31T15:00,16.8,49,90,0.00,9.3
2020-12-31T16:00,16.0,53,93,0.00,8.4
2020-12-31T17:00,11.7,76,82,0.00,9.3
2020-12-31T18:00,10.5,82,65,0.00,9.0
2020-12-31T19:00,9.5,85,93,0.00,9.9
2020-12-31T20:00,9.1,85,90,0.00,9.0
2020-12-31T21:00,9.0,86,87,0.00,6.7
2020-12-31T22:00,8.2,87,79,0.00,5.8
2020-12-31T23:00,7.1,89,82,0.00,7.2
